No,Line,Latitude,Longitude,Name,Description,Symbol
003480,003480,,,=== Intersection ===,,Dot
003481,003481,,,=== Intersection ===,,Dot
003482,003482,,,=== Intersection ===,,Dot
003483,003483,,,=== Intersection ===,,Dot
003485,003485,,,=== Point of Interest ===,,Dot
003486,003486,,,=== Point of Interest ===,,Dot
003487,003487,,,=== Point of Interest ===,,Dot
003488,003488,,,=== Point of Interest ===,,Dot
003489,003489,44.020260,-91.616020,"At roundabout, take exit 2 onto Homer Road, CR 15","At roundabout, take exit 2 onto Homer Road, CR 15",Dot
003490,003490,44.019987,-91.602553,Cross Pleasant Valley Creek,Cross Pleasant Valley Creek,Dot
003491,003491,,,=== Intersection ===,,Dot
003492,003492,,,=== Intersection ===,,Dot
003493,003493,,,=== Intersection ===,,Dot
003494,003494,,,=== Intersection ===,,Dot
003496,003496,,,=== Point of Interest ===,,Dot
003497,003497,,,=== Point of Interest ===,,Dot
003498,003498,,,=== Point of Interest ===,,Dot
003499,003499,,,=== Point of Interest ===,,Dot
003500,003500,44.020503,-91.552791,Cross Homer Creek,Cross Homer Creek,Dot
003501,003501,,,=== Intersection ===,,Dot
003502,003502,,,=== Intersection ===,,Dot
003503,003503,,,=== Intersection ===,,Dot
003504,003504,,,=== Intersection ===,,Dot
003508,003508,,,=== Point of Interest ===,,Dot
003509,003509,,,=== Point of Interest ===,,Dot
003510,003510,,,=== Point of Interest ===,,Dot
003511,003511,,,=== Point of Interest ===,,Dot
003512,003512,43.996379,-91.460745,Trout Creek,Trout Creek,Dot
003513,003513,43.996331,-91.460635,Cross Big Trout Creek,Cross Big Trout Creek,Dot
003514,003514,,,=== Intersection ===,,Dot
003515,003515,,,=== Intersection ===,,Dot
003516,003516,,,=== Intersection ===,,Dot
003517,003517,,,=== Intersection ===,,Dot
003519,003519,,,=== Point of Interest ===,,Dot
003520,003520,,,=== Point of Interest ===,,Dot
003521,003521,,,=== Point of Interest ===,,Dot
003522,003522,,,=== City ===,,Dot
003523,003523,,,=== Intersection ===,,Dot
003524,003524,,,=== City ===,,Dot
003525,003525,,,=== City ===,,Dot
003527,003527,,,=== Point of Interest ===,,Dot
003528,003528,,,=== Point of Interest ===,,Dot
003529,003529,,,=== Point of Interest ===,,Dot
003530,003530,,,=== Intersection ===,,Dot
003531,003531,,,=== Intersection ===,,Dot
003532,003532,,,=== Intersection ===,,Dot
003533,003533,,,=== Intersection ===,,Dot
003536,003536,,,=== Point of Interest ===,,Dot
003537,003537,,,=== Point of Interest ===,,Dot
003538,003538,,,=== Point of Interest ===,,Dot
003539,003539,,,=== Point of Interest ===,,Dot
003540,003540,43.919301,-91.363261,Cross Over US Route 14/61,Cross Over US Route 14/61,Dot
003541,003541,,,=== Intersection ===,,Dot
003542,003542,,,=== Intersection ===,,Dot
003543,003543,,,=== Intersection ===,,Dot
003544,003544,,,=== Intersection ===,,Dot
003546,003546,,,=== Point of Interest ===,,Dot
003547,003547,,,=== Point of Interest ===,,Dot
003548,003548,,,=== Point of Interest ===,,Dot
003549,003549,,,=== Point of Interest ===,,Dot
003550,003550,43.916679,-91.360686,Cross Dakota Creek,Cross Dakota Creek,Dot
003551,003551,,,=== Intersection ===,,Dot
003552,003552,,,=== Intersection ===,,Dot
003553,003553,,,=== Intersection ===,,Dot
003554,003554,,,=== Intersection ===,,Dot
003558,003558,,,=== Point of Interest ===,,Dot
003559,003559,,,=== Point of Interest ===,,Dot
003560,003560,,,=== Point of Interest ===,,Dot
003561,003561,,,=== Point of Interest ===,,Dot
003562,003562,43.859136,-91.307883,Cross Under Interstate Hwy 90,Cross Under Interstate Hwy 90,Dot
003563,003563,,,=== City ===,,Dot
003564,003564,,,=== Intersection ===,,Dot
003565,003565,,,=== City ===,,Dot
003566,003566,,,=== City ===,,Dot
003568,003568,,,=== Point of Interest ===,,Dot
003569,003569,,,=== Point of Interest ===,,Dot
003570,003570,,,=== Point of Interest ===,,Dot
003571,003571,,,=== Point of Interest ===,,Dot
003572,003572,43.825612,-91.302423,Cross Under US Route 14/16,Cross Under US Route 14/16,Dot
003573,003573,,,=== Intersection ===,,Dot
003574,003574,,,=== Intersection ===,,Dot
003575,003575,,,=== Intersection ===,,Dot
003576,003576,,,=== Intersection ===,,Dot
003583,003583,,,=== Point of Interest ===,,Dot
003584,003584,,,=== Point of Interest ===,,Dot
003585,003585,,,=== Point of Interest ===,,Dot
003586,003586,,,=== City ===,,Dot
003587,003587,,,=== Intersection ===,,Dot
003588,003588,,,=== City ===,,Dot
003589,003589,,,=== City ===,,Dot
003592,003592,,,=== Point of Interest ===,,Dot
003593,003593,,,=== Point of Interest ===,,Dot
003594,003594,,,=== Point of Interest ===,,Dot
003595,003595,,,=== Intersection ===,,Dot
003596,003596,,,=== Intersection ===,,Dot
003597,003597,,,=== Intersection ===,,Dot
003598,003598,,,=== Intersection ===,,Dot
003605,003605,,,=== Point of Interest ===,,Dot
003606,003606,,,=== Point of Interest ===,,Dot
003607,003607,,,=== Point of Interest ===,,Dot
003608,003608,,,=== City ===,,Dot
003609,003609,,,=== City ===,,Dot
003610,003610,,,=== City ===,,Dot
003612,003612,,,=== Point of Interest ===,,Dot
003613,003613,,,=== Point of Interest ===,,Dot
003614,003614,,,=== Point of Interest ===,,Dot
003615,003615,43.783389,-91.208844,Cross Pammel Creek,Cross Pammel Creek,Dot
003616,003616,,,=== Intersection ===,,Dot
003617,003617,,,=== Intersection ===,,Dot
003618,003618,,,=== Intersection ===,,Dot
003619,003619,,,=== Intersection ===,,Dot
003621,003621,,,=== Point of Interest ===,,Dot
003622,003622,,,=== Point of Interest ===,,Dot
003623,003623,,,=== Point of Interest ===,,Dot
003624,003624,,,=== City ===,,Dot
003625,003625,,,=== Intersection ===,,Dot
003626,003626,,,=== City ===,,Dot
003627,003627,,,=== City ===,,Dot
003632,003632,,,=== Point of Interest ===,,Dot
003633,003633,,,=== Point of Interest ===,,Dot
003634,003634,,,=== Point of Interest ===,,Dot
003635,003635,,,=== City ===,,Dot
003636,003636,,,=== City ===,,Dot
003638,003638,,,=== Point of Interest ===,,Dot
003639,003639,,,=== Point of Interest ===,,Dot
003640,003640,,,=== Intersection ===,,Dot
003641,003641,,,=== Intersection ===,,Dot
003642,003642,,,=== Intersection ===,,Dot
003643,003643,,,=== Intersection ===,,Dot
003645,003645,,,=== Point of Interest ===,,Dot
003646,003646,,,=== Point of Interest ===,,Dot
003647,003647,,,=== Point of Interest ===,,Dot
003648,003648,,,=== City ===,,Dot
003649,003649,,,=== City ===,,Dot
003650,003650,,,=== City ===,,Dot
003651,003651,,,=== City ===,,Dot
003653,003653,,,=== Point of Interest ===,,Dot
003654,003654,,,=== Point of Interest ===,,Dot
003655,003655,,,=== Intersection ===,,Dot
003656,003656,,,=== City ===,,Dot
003657,003657,,,=== City ===,,Dot
003659,003659,,,=== Point of Interest ===,,Dot
003660,003660,,,=== Point of Interest ===,,Dot
003661,003661,,,=== Point of Interest ===,,Dot
003662,003662,,,=== City ===,,Dot
003663,003663,,,=== City ===,,Dot
003665,003665,,,=== Point of Interest ===,,Dot
003666,003666,,,=== Point of Interest ===,,Dot
003667,003667,,,=== Point of Interest ===,,Dot
003668,003668,43.721862,-91.200669,Cross Chipmunk Coulee,Cross Chipmunk Coulee,Dot
003669,003669,,,=== City ===,,Dot
003670,003670,,,=== Intersection ===,,Dot
003671,003671,,,=== City ===,,Dot
003672,003672,,,=== City ===,,Dot
003674,003674,,,=== Point of Interest ===,,Dot
003675,003675,,,=== Point of Interest ===,,Dot
003676,003676,,,=== Point of Interest ===,,Dot
003677,003677,,,=== Point of Interest ===,,Dot
003678,003678,43.647543,-91.219151,Coon Creek,Coon Creek,Dot
003679,003679,43.607039,-91.221584,Cross Spring Coulee,Cross Spring Coulee,Dot
003680,003680,,,=== City ===,,Dot
003681,003681,,,=== Intersection ===,,Dot
003682,003682,,,=== City ===,,Dot
003683,003683,,,=== City ===,,Dot
003685,003685,,,=== Point of Interest ===,,Dot
003686,003686,,,=== Point of Interest ===,,Dot
003687,003687,,,=== City ===,,Dot
003688,003688,,,=== City ===,,Dot
003689,003689,,,=== City ===,,Dot
003691,003691,,,=== Point of Interest ===,,Dot
003692,003692,,,=== Point of Interest ===,,Dot
003693,003693,,,=== Point of Interest ===,,Dot
003694,003694,,,=== Intersection ===,,Dot
003695,003695,,,=== Intersection ===,,Dot
003696,003696,,,=== Intersection ===,,Dot
003697,003697,,,=== Intersection ===,,Dot
003699,003699,,,=== Point of Interest ===,,Dot
003700,003700,,,=== Point of Interest ===,,Dot
003701,003701,,,=== Point of Interest ===,,Dot
003702,003702,,,=== City ===,,Dot
003703,003703,,,=== Intersection ===,,Dot
003704,003704,,,=== City ===,,Dot
003705,003705,,,=== City ===,,Dot
003707,003707,,,=== Point of Interest ===,,Dot
003708,003708,,,=== Point of Interest ===,,Dot
003709,003709,,,=== Point of Interest ===,,Dot
003710,003710,,,=== Point of Interest ===,,Dot
003711,003711,43.521016,-91.215415,Bad Axe River,Bad Axe River,Dot
003712,003712,,,=== City ===,,Dot
003713,003713,,,=== City ===,,Dot
003714,003714,,,=== City ===,,Dot
003715,003715,,,=== City ===,,Dot
003717,003717,,,=== Point of Interest ===,,Dot
003718,003718,,,=== Point of Interest ===,,Dot
003719,003719,,,=== Point of Interest ===,,Dot
003720,003720,,,=== Intersection ===,,Dot
003721,003721,,,=== Intersection ===,,Dot
003722,003722,,,=== Intersection ===,,Dot
003723,003723,,,=== Intersection ===,,Dot
003725,003725,,,=== Point of Interest ===,,Dot
003726,003726,,,=== Point of Interest ===,,Dot
003727,003727,,,=== Point of Interest ===,,Dot
003728,003728,,,=== City ===,,Dot
003729,003729,,,=== City ===,,Dot
003730,003730,,,=== City ===,,Dot
003731,003731,,,=== City ===,,Dot
003733,003733,,,=== Point of Interest ===,,Dot
003734,003734,,,=== Point of Interest ===,,Dot
003735,003735,,,=== Intersection ===,,Dot
003736,003736,,,=== City ===,,Dot
003737,003737,,,=== City ===,,Dot
003739,003739,,,=== Point of Interest ===,,Dot
003740,003740,,,=== Point of Interest ===,,Dot
003741,003741,,,=== Point of Interest ===,,Dot
003742,003742,,,=== Point of Interest ===,,Dot
003743,003743,43.368054,-91.139655,Rush Creek,Rush Creek,Dot
003744,003744,,,=== City ===,,Dot
003745,003745,,,=== City ===,,Dot
003746,003746,,,=== City ===,,Dot
003747,003747,,,=== City ===,,Dot
003749,003749,,,=== Point of Interest ===,,Dot
003750,003750,,,=== Point of Interest ===,,Dot
003751,003751,,,=== Point of Interest ===,,Dot
003752,003752,,,=== Point of Interest ===,,Dot
003753,003753,43.330999,-91.070087,Buck Creek,Buck Creek,Dot
003754,003754,,,=== City ===,,Dot
003755,003755,,,=== Intersection ===,,Dot
003756,003756,,,=== City ===,,Dot
003757,003757,,,=== City ===,,Dot
003759,003759,,,=== Point of Interest ===,,Dot
003760,003760,,,=== Point of Interest ===,,Dot
003761,003761,,,=== Point of Interest ===,,Dot
003762,003762,,,=== Point of Interest ===,,Dot
003763,003763,43.315843,-91.058726,Copper Creek,Copper Creek,Dot
003764,003764,,,=== Intersection ===,,Dot
003765,003765,,,=== Intersection ===,,Dot
003766,003766,,,=== Intersection ===,,Dot
003767,003767,,,=== Intersection ===,,Dot
003769,003769,,,=== Point of Interest ===,,Dot
003770,003770,,,=== Point of Interest ===,,Dot
003771,003771,,,=== Point of Interest ===,,Dot
003772,003772,,,=== City ===,,Dot
003773,003773,,,=== City ===,,Dot
003774,003774,,,=== City ===,,Dot
003775,003775,,,=== City ===,,Dot
003777,003777,,,=== Point of Interest ===,,Dot
003778,003778,,,=== Point of Interest ===,,Dot
003779,003779,,,=== Intersection ===,,Dot
003780,003780,,,=== City ===,,Dot
003781,003781,,,=== City ===,,Dot
003783,003783,,,=== Point of Interest ===,,Dot
003784,003784,,,=== Point of Interest ===,,Dot
003785,003785,,,=== Point of Interest ===,,Dot
003786,003786,,,=== Intersection ===,,Dot
003787,003787,,,=== Intersection ===,,Dot
003788,003788,,,=== Intersection ===,,Dot
003789,003789,,,=== Intersection ===,,Dot
003791,003791,,,=== Point of Interest ===,,Dot
003792,003792,,,=== Point of Interest ===,,Dot
003793,003793,,,=== Point of Interest ===,,Dot
003794,003794,,,=== Point of Interest ===,,Dot
003795,003795,43.140723,-91.142762,Picatee Creek,Picatee Creek,Dot
003796,003796,,,=== City ===,,Dot
003797,003797,,,=== Intersection ===,,Dot
003798,003798,,,=== City ===,,Dot
003799,003799,,,=== City ===,,Dot
003802,003802,,,=== Point of Interest ===,,Dot
003803,003803,,,=== Point of Interest ===,,Dot
003804,003804,,,=== Point of Interest ===,,Dot
003805,003805,,,=== Intersection ===,,Dot
003806,003806,,,=== Intersection ===,,Dot
003807,003807,,,=== Intersection ===,,Dot
003808,003808,,,=== Intersection ===,,Dot
003810,003810,,,=== Point of Interest ===,,Dot
003811,003811,,,=== Point of Interest ===,,Dot
003812,003812,,,=== Point of Interest ===,,Dot
003813,003813,,,=== City ===,,Dot
003814,003814,,,=== Intersection ===,,Dot
003815,003815,,,=== City ===,,Dot
003816,003816,,,=== City ===,,Dot
003827,003827,,,=== Point of Interest ===,,Dot
003828,003828,,,=== Point of Interest ===,,Dot
003829,003829,,,=== Point of Interest ===,,Dot
003830,003830,,,=== Intersection ===,,Dot
003831,003831,,,=== Intersection ===,,Dot
003832,003832,,,=== Intersection ===,,Dot
003833,003833,,,=== Intersection ===,,Dot
003836,003836,,,=== Point of Interest ===,,Dot
003837,003837,,,=== Point of Interest ===,,Dot
003838,003838,,,=== Point of Interest ===,,Dot
003839,003839,,,=== City ===,,Dot
003840,003840,,,=== Intersection ===,,Dot
003841,003841,,,=== City ===,,Dot
003842,003842,,,=== City ===,,Dot
003844,003844,,,=== Point of Interest ===,,Dot
003845,003845,,,=== Point of Interest ===,,Dot
003846,003846,,,=== Point of Interest ===,,Dot
003847,003847,,,=== Intersection ===,,Dot
003848,003848,,,=== Intersection ===,,Dot
003849,003849,,,=== Intersection ===,,Dot
003850,003850,,,=== Intersection ===,,Dot
003852,003852,,,=== Point of Interest ===,,Dot
003853,003853,,,=== Point of Interest ===,,Dot
003854,003854,,,=== Point of Interest ===,,Dot
003855,003855,,,=== Point of Interest ===,,Dot
003856,003856,43.086155,-91.182458,Yellow River,Yellow River,Dot
003857,003857,,,=== Intersection ===,,Dot
003858,003858,,,=== Intersection ===,,Dot
003859,003859,,,=== Intersection ===,,Dot
003860,003860,,,=== Intersection ===,,Dot
003863,003863,,,=== Point of Interest ===,,Dot
003864,003864,,,=== Point of Interest ===,,Dot
003865,003865,,,=== Point of Interest ===,,Dot
003866,003866,,,=== City ===,,Dot
003867,003867,,,=== City ===,,Dot
003868,003868,,,=== City ===,,Dot
003870,003870,,,=== Point of Interest ===,,Dot
003871,003871,,,=== Point of Interest ===,,Dot
003872,003872,,,=== Intersection ===,,Dot
003873,003873,,,=== Intersection ===,,Dot
003874,003874,,,=== Intersection ===,,Dot
003875,003875,,,=== Intersection ===,,Dot
003877,003877,,,=== Point of Interest ===,,Dot
003878,003878,,,=== Point of Interest ===,,Dot
003879,003879,,,=== Point of Interest ===,,Dot
003880,003880,,,=== City ===,,Dot
003881,003881,,,=== Intersection ===,,Dot
003882,003882,,,=== City ===,,Dot
003883,003883,,,=== City ===,,Dot
003885,003885,,,=== Point of Interest ===,,Dot
003886,003886,,,=== Point of Interest ===,,Dot
003887,003887,,,=== Point of Interest ===,,Dot
003888,003888,,,=== Point of Interest ===,,Dot
003889,003889,43.086160,-91.182464,Yellow River,Yellow River,Dot
003890,003890,,,=== Intersection ===,,Dot
003891,003891,,,=== Intersection ===,,Dot
003892,003892,,,=== Intersection ===,,Dot
003893,003893,,,=== Intersection ===,,Dot
003895,003895,,,=== Point of Interest ===,,Dot
003896,003896,,,=== Point of Interest ===,,Dot
003897,003897,,,=== Point of Interest ===,,Dot
003898,003898,,,=== City ===,,Dot
003899,003899,,,=== Intersection ===,,Dot
003900,003900,,,=== City ===,,Dot
003901,003901,,,=== City ===,,Dot
003903,003903,,,=== Point of Interest ===,,Dot
003904,003904,,,=== Point of Interest ===,,Dot
003905,003905,,,=== Point of Interest ===,,Dot
003906,003906,,,=== Point of Interest ===,,Dot
003907,003907,43.041619,-91.178054,Cross Bloody Run,Cross Bloody Run,Dot
003908,003908,43.022134,-91.178318,Climb,Begin 476 Foot Elevation Gain Next 2.2 Miles (Grade:Avg 4.2% Max 8.6%),Dot
003909,003909,,,=== City ===,,Dot
003910,003910,,,=== City ===,,Dot
003911,003911,,,=== City ===,,Dot
003912,003912,,,=== City ===,,Dot
003914,003914,,,=== Point of Interest ===,,Dot
003915,003915,,,=== Point of Interest ===,,Dot
003916,003916,,,=== Point of Interest ===,,Dot
003917,003917,,,=== Intersection ===,,Dot
003918,003918,,,=== Intersection ===,,Dot
003919,003919,,,=== Intersection ===,,Dot
003920,003920,,,=== Intersection ===,,Dot
003923,003923,,,=== Point of Interest ===,,Dot
003924,003924,,,=== Point of Interest ===,,Dot
003925,003925,,,=== Point of Interest ===,,Dot
003926,003926,,,=== Point of Interest ===,,Dot
003927,003927,42.993914,-91.173060,Summit,End 476 Foot Elevation Gain,Dot
003928,003928,,,=== City ===,,Dot
003929,003929,,,=== City ===,,Dot
003930,003930,,,=== City ===,,Dot
003932,003932,,,=== Point of Interest ===,,Dot
003933,003933,,,=== Point of Interest ===,,Dot
003934,003934,,,=== Point of Interest ===,,Dot
003935,003935,42.937944,-91.177483,Climb,Begin 454 Foot Elevation Gain Next 1.9 Miles (Grade:Avg 4.5% Max 9.0%),Dot
003936,003936,42.910538,-91.176598,Summit,End 454 Foot Elevation Gain,Dot
003937,003937,,,=== Intersection ===,,Dot
003938,003938,,,=== Intersection ===,,Dot
003939,003939,,,=== Intersection ===,,Dot
003940,003940,,,=== Intersection ===,,Dot
003942,003942,,,=== Point of Interest ===,,Dot
003943,003943,,,=== Point of Interest ===,,Dot
003944,003944,,,=== Point of Interest ===,,Dot
003945,003945,,,=== Point of Interest ===,,Dot
003946,003946,42.825162,-91.109226,Cross Buck Creek,Cross Buck Creek,Dot
003947,003947,,,=== Intersection ===,,Dot
003948,003948,,,=== Intersection ===,,Dot
003949,003949,,,=== Intersection ===,,Dot
003950,003950,,,=== Intersection ===,,Dot
003955,003955,,,=== Point of Interest ===,,Dot
003956,003956,,,=== Point of Interest ===,,Dot
